[16:19:47] INIT_CARD result=1 cards=1
[16:19:48] DISABLED_Z_HARD_LIMIT
[16:19:48] RESET_Z_AXIS
[16:19:53] MOVE_XY 32767 32767 SPEED=1000
[16:21:21] MOVE_XY 44727 39144 SPEED=1000000
[16:21:21] MOVE_XY 44690 39144 SPEED=1000000
[16:21:21] MOVE_XY 44652 39144 SPEED=1000000
[16:21:21] MOVE_XY 44615 39144 SPEED=1000000
[16:21:21] MOVE_XY 44577 39144 SPEED=1000000
[16:21:21] MOVE_XY 44540 39144 SPEED=1000000
[16:21:21] MOVE_XY 44502 39144 SPEED=1000000
[16:21:21] MOVE_XY 44465 39144 SPEED=1000000
[16:21:21] MOVE_XY 44427 39144 SPEED=1000000
[16:21:21] MOVE_XY 44390 39144 SPEED=1000000
[16:21:21] MOVE_XY 44352 39144 SPEED=1000000
[16:21:21] MOVE_XY 44315 39144 SPEED=1000000
[16:21:21] MOVE_XY 44277 39144 SPEED=1000000
[16:21:21] MOVE_XY 44239 39144 SPEED=1000000
[16:21:21] MOVE_XY 44202 39144 SPEED=1000000
[16:21:21] MOVE_XY 44164 39144 SPEED=1000000
[16:21:21] MOVE_XY 44127 39144 SPEED=1000000
[16:21:21] MOVE_XY 44089 39144 SPEED=1000000
[16:21:21] MOVE_XY 44052 39144 SPEED=1000000
[16:21:21] MOVE_XY 44014 39144 SPEED=1000000
[16:21:21] MOVE_XY 43977 39144 SPEED=1000000
[16:21:21] MOVE_XY 43939 39144 SPEED=1000000
[16:21:21] MOVE_XY 43902 39144 SPEED=1000000
[16:21:21] MOVE_XY 43864 39144 SPEED=1000000
[16:21:21] MOVE_XY 43827 39144 SPEED=1000000
[16:21:21] MOVE_XY 43789 39144 SPEED=1000000
[16:21:21] MOVE_XY 43752 39144 SPEED=1000000
[16:21:21] MOVE_XY 43714 39144 SPEED=1000000
[16:21:21] MOVE_XY 43676 39144 SPEED=1000000
[16:21:21] MOVE_XY 43639 39144 SPEED=1000000
[16:21:21] MOVE_XY 43601 39144 SPEED=1000000
[16:21:21] MOVE_XY 43564 39144 SPEED=1000000
[16:21:21] MOVE_XY 43526 39144 SPEED=1000000
[16:21:21] MOVE_XY 43489 39144 SPEED=1000000
[16:21:21] MOVE_XY 43451 39144 SPEED=1000000
[16:21:21] MOVE_XY 43414 39144 SPEED=1000000
[16:21:21] MOVE_XY 43376 39144 SPEED=1000000
[16:21:21] MOVE_XY 43339 39144 SPEED=1000000
[16:21:21] MOVE_XY 43301 39144 SPEED=1000000
[16:21:21] MOVE_XY 43264 39144 SPEED=1000000
[16:21:21] MOVE_XY 43226 39144 SPEED=1000000
[16:21:21] MOVE_XY 43188 39144 SPEED=1000000
[16:21:21] MOVE_XY 43151 39144 SPEED=1000000
[16:21:21] MOVE_XY 43113 39144 SPEED=1000000
[16:21:21] MOVE_XY 43076 39144 SPEED=1000000
[16:21:21] MOVE_XY 43038 39144 SPEED=1000000
[16:21:21] MOVE_XY 43001 39144 SPEED=1000000
[16:21:21] MOVE_XY 42963 39144 SPEED=1000000
[16:21:21] MOVE_XY 42926 39144 SPEED=1000000
[16:21:21] MOVE_XY 42888 39144 SPEED=1000000
[16:21:21] MOVE_XY 42851 39144 SPEED=1000000
[16:21:21] MOVE_XY 42813 39144 SPEED=1000000
[16:21:21] MOVE_XY 42776 39144 SPEED=1000000
[16:21:21] MOVE_XY 42738 39144 SPEED=1000000
[16:21:21] MOVE_XY 42700 39144 SPEED=1000000
[16:21:21] MOVE_XY 42663 39144 SPEED=1000000
[16:21:21] MOVE_XY 42625 39144 SPEED=1000000
[16:21:21] MOVE_XY 42588 39144 SPEED=1000000
[16:21:21] MOVE_XY 42550 39144 SPEED=1000000
[16:21:21] MOVE_XY 42513 39144 SPEED=1000000
[16:21:21] MOVE_XY 42475 39144 SPEED=1000000
[16:21:21] MOVE_XY 42438 39144 SPEED=1000000
[16:21:21] MOVE_XY 42400 39144 SPEED=1000000
[16:21:21] MOVE_XY 42363 39144 SPEED=1000000
[16:21:21] MOVE_XY 42325 39144 SPEED=1000000
[16:21:21] MOVE_XY 42288 39144 SPEED=1000000
[16:21:21] MOVE_XY 42250 39144 SPEED=1000000
[16:21:21] MOVE_XY 42213 39144 SPEED=1000000
[16:21:21] MOVE_XY 42175 39144 SPEED=1000000
[16:21:21] MOVE_XY 42137 39144 SPEED=1000000
[16:21:21] MOVE_XY 42100 39144 SPEED=1000000
[16:21:21] MOVE_XY 42062 39144 SPEED=1000000
[16:21:21] MOVE_XY 42025 39144 SPEED=1000000
[16:21:21] MOVE_XY 41987 39144 SPEED=1000000
[16:21:21] MOVE_XY 41950 39144 SPEED=1000000
[16:21:21] MOVE_XY 41912 39144 SPEED=1000000
[16:21:21] MOVE_XY 41875 39144 SPEED=1000000
[16:21:21] MOVE_XY 41837 39144 SPEED=1000000
[16:21:21] MOVE_XY 41800 39144 SPEED=1000000
[16:21:21] MOVE_XY 41762 39144 SPEED=1000000
[16:21:21] MOVE_XY 41725 39144 SPEED=1000000
[16:21:21] MOVE_XY 41687 39144 SPEED=1000000
[16:21:21] MOVE_XY 41649 39144 SPEED=1000000
[16:21:21] MOVE_XY 41612 39144 SPEED=1000000
[16:21:21] MOVE_XY 41574 39144 SPEED=1000000
[16:21:21] MOVE_XY 41537 39144 SPEED=1000000
[16:21:21] MOVE_XY 41499 39144 SPEED=1000000
[16:21:21] MOVE_XY 41462 39144 SPEED=1000000
[16:21:21] MOVE_XY 41424 39144 SPEED=1000000
[16:21:21] MOVE_XY 41387 39144 SPEED=1000000
[16:21:21] MOVE_XY 41349 39144 SPEED=1000000
[16:21:21] MOVE_XY 41312 39144 SPEED=1000000
[16:21:21] MOVE_XY 41274 39144 SPEED=1000000
[16:21:21] MOVE_XY 41237 39144 SPEED=1000000
[16:21:21] MOVE_XY 41199 39144 SPEED=1000000
[16:21:21] MOVE_XY 41161 39144 SPEED=1000000
[16:21:21] MOVE_XY 41124 39144 SPEED=1000000
[16:21:21] MOVE_XY 41086 39144 SPEED=1000000
[16:21:21] MOVE_XY 41049 39144 SPEED=1000000
[16:21:21] MOVE_XY 41011 39144 SPEED=1000000
[16:21:21] MOVE_XY 40974 39144 SPEED=1000000
[16:21:21] MOVE_XY 40936 39144 SPEED=1000000
[16:21:21] MOVE_XY 40899 39144 SPEED=1000000
[16:21:21] MOVE_XY 40861 39144 SPEED=1000000
[16:21:21] MOVE_XY 40824 39144 SPEED=1000000
[16:21:21] MOVE_XY 40786 39144 SPEED=1000000
[16:21:21] MOVE_XY 40749 39144 SPEED=1000000
[16:21:21] MOVE_XY 40711 39144 SPEED=1000000
[16:21:21] MOVE_XY 40674 39144 SPEED=1000000
[16:21:21] MOVE_XY 40636 39144 SPEED=1000000
[16:21:21] MOVE_XY 40598 39144 SPEED=1000000
[16:21:21] MOVE_XY 40561 39144 SPEED=1000000
[16:21:21] MOVE_XY 40523 39144 SPEED=1000000
[16:21:21] MOVE_XY 40486 39144 SPEED=1000000
[16:21:21] MOVE_XY 40448 39144 SPEED=1000000
[16:21:21] MOVE_XY 40411 39144 SPEED=1000000
[16:21:21] MOVE_XY 40373 39144 SPEED=1000000
[16:21:21] MOVE_XY 40336 39144 SPEED=1000000
[16:21:21] MOVE_XY 40298 39144 SPEED=1000000
[16:21:21] MOVE_XY 40261 39144 SPEED=1000000
[16:21:21] MOVE_XY 40223 39144 SPEED=1000000
[16:21:21] MOVE_XY 40186 39144 SPEED=1000000
[16:21:21] MOVE_XY 40148 39144 SPEED=1000000
[16:21:21] MOVE_XY 40110 39144 SPEED=1000000
[16:21:21] MOVE_XY 40073 39144 SPEED=1000000
[16:21:21] MOVE_XY 40035 39144 SPEED=1000000
[16:21:21] MOVE_XY 39998 39144 SPEED=1000000
[16:21:21] MOVE_XY 39960 39144 SPEED=1000000
[16:21:21] MOVE_XY 39923 39144 SPEED=1000000
[16:21:21] MOVE_XY 39885 39144 SPEED=1000000
[16:21:21] MOVE_XY 39848 39144 SPEED=1000000
[16:21:21] MOVE_XY 39810 39144 SPEED=1000000
[16:21:21] MOVE_XY 39773 39144 SPEED=1000000
[16:21:21] MOVE_XY 39735 39144 SPEED=1000000
[16:21:21] MOVE_XY 39698 39144 SPEED=1000000
[16:21:21] MOVE_XY 39660 39144 SPEED=1000000
[16:21:21] MOVE_XY 39623 39144 SPEED=1000000
[16:21:21] MOVE_XY 39585 39144 SPEED=1000000
[16:21:21] MOVE_XY 39547 39144 SPEED=1000000
[16:21:21] MOVE_XY 39510 39144 SPEED=1000000
[16:21:21] MOVE_XY 39472 39144 SPEED=1000000
[16:21:21] MOVE_XY 39435 39144 SPEED=1000000
[16:21:21] MOVE_XY 39397 39144 SPEED=1000000
[16:21:21] MOVE_XY 39360 39144 SPEED=1000000
[16:21:21] MOVE_XY 39322 39144 SPEED=1000000
[16:21:21] MOVE_XY 39285 39144 SPEED=1000000
[16:21:21] MOVE_XY 39247 39144 SPEED=1000000
[16:21:21] MOVE_XY 39210 39144 SPEED=1000000
[16:21:21] MOVE_XY 39172 39144 SPEED=1000000
[16:21:21] MOVE_XY 39135 39144 SPEED=1000000
[16:21:21] MOVE_XY 39097 39144 SPEED=1000000
[16:21:21] MOVE_XY 39059 39144 SPEED=1000000
[16:21:21] MOVE_XY 39022 39144 SPEED=1000000
[16:21:21] MOVE_XY 38984 39144 SPEED=1000000
[16:21:21] MOVE_XY 38947 39144 SPEED=1000000
[16:21:21] MOVE_XY 38909 39144 SPEED=1000000
[16:21:21] MOVE_XY 38872 39144 SPEED=1000000
[16:21:21] MOVE_XY 38834 39144 SPEED=1000000
[16:21:21] MOVE_XY 38797 39144 SPEED=1000000
[16:21:21] MOVE_XY 38759 39144 SPEED=1000000
[16:21:21] MOVE_XY 38722 39144 SPEED=1000000
[16:21:21] MOVE_XY 38684 39144 SPEED=1000000
[16:21:21] MOVE_XY 38647 39144 SPEED=1000000
[16:21:21] MOVE_XY 38609 39144 SPEED=1000000
[16:21:21] MOVE_XY 38571 39144 SPEED=1000000
[16:21:21] MOVE_XY 38534 39144 SPEED=1000000
[16:21:21] MOVE_XY 38496 39144 SPEED=1000000
[16:21:21] MOVE_XY 38459 39144 SPEED=1000000
[16:21:21] MOVE_XY 38421 39144 SPEED=1000000
[16:21:21] MOVE_XY 38384 39144 SPEED=1000000
[16:21:21] MOVE_XY 38346 39144 SPEED=1000000
[16:21:21] MOVE_XY 38309 39144 SPEED=1000000
[16:21:21] MOVE_XY 38271 39144 SPEED=1000000
[16:21:21] MOVE_XY 38234 39144 SPEED=1000000
[16:21:21] MOVE_XY 38196 39144 SPEED=1000000
[16:21:21] MOVE_XY 38159 39144 SPEED=1000000
[16:21:21] MOVE_XY 38121 39144 SPEED=1000000
[16:21:21] MOVE_XY 38084 39144 SPEED=1000000
[16:21:21] MOVE_XY 38046 39144 SPEED=1000000
[16:21:21] MOVE_XY 38008 39144 SPEED=1000000
[16:21:21] MOVE_XY 37971 39144 SPEED=1000000
[16:21:21] MOVE_XY 37933 39144 SPEED=1000000
[16:21:21] MOVE_XY 37896 39144 SPEED=1000000
[16:21:21] MOVE_XY 37858 39144 SPEED=1000000
[16:21:21] MOVE_XY 37821 39144 SPEED=1000000
[16:21:21] MOVE_XY 37783 39144 SPEED=1000000
[16:21:21] MOVE_XY 37746 39144 SPEED=1000000
[16:21:21] MOVE_XY 37708 39144 SPEED=1000000
[16:21:21] MOVE_XY 37671 39144 SPEED=1000000
[16:21:21] MOVE_XY 37633 39144 SPEED=1000000
[16:21:21] MOVE_XY 37596 39144 SPEED=1000000
[16:21:21] MOVE_XY 37558 39144 SPEED=1000000
[16:21:21] MOVE_XY 37520 39144 SPEED=1000000
[16:21:21] MOVE_XY 37483 39144 SPEED=1000000
[16:21:21] MOVE_XY 37445 39144 SPEED=1000000
[16:21:21] MOVE_XY 37408 39144 SPEED=1000000
[16:21:21] MOVE_XY 37370 39144 SPEED=1000000
[16:21:21] MOVE_XY 37333 39144 SPEED=1000000
[16:21:21] MOVE_XY 37295 39144 SPEED=1000000
[16:21:21] MOVE_XY 37258 39144 SPEED=1000000
[16:21:21] MOVE_XY 37220 39144 SPEED=1000000
[16:21:21] MOVE_XY 37183 39144 SPEED=1000000
[16:21:21] MOVE_XY 37145 39144 SPEED=1000000
[16:21:21] MOVE_XY 37108 39144 SPEED=1000000
[16:21:21] MOVE_XY 37070 39144 SPEED=1000000
[16:21:21] MOVE_XY 37032 39144 SPEED=1000000
[16:21:21] MOVE_XY 36995 39144 SPEED=1000000
[16:21:21] MOVE_XY 36957 39144 SPEED=1000000
[16:21:21] MOVE_XY 36920 39144 SPEED=1000000
[16:21:21] MOVE_XY 36882 39144 SPEED=1000000
[16:21:21] MOVE_XY 36845 39144 SPEED=1000000
[16:21:21] MOVE_XY 36807 39144 SPEED=1000000
[16:21:21] MOVE_XY 36770 39144 SPEED=1000000
[16:21:22] MOVE_XY 36732 39144 SPEED=1000000
[16:21:22] MOVE_XY 36695 39144 SPEED=1000000
[16:21:22] MOVE_XY 36657 39144 SPEED=1000000
[16:21:22] MOVE_XY 36620 39144 SPEED=1000000
[16:21:22] MOVE_XY 36582 39144 SPEED=1000000
[16:21:22] MOVE_XY 36545 39144 SPEED=1000000
[16:21:22] MOVE_XY 36507 39144 SPEED=1000000
[16:21:22] MOVE_XY 36469 39144 SPEED=1000000
[16:21:22] MOVE_XY 36432 39144 SPEED=1000000
[16:21:22] MOVE_XY 36394 39144 SPEED=1000000
[16:21:22] MOVE_XY 36357 39144 SPEED=1000000
[16:21:22] MOVE_XY 36319 39144 SPEED=1000000
[16:21:22] MOVE_XY 36282 39144 SPEED=1000000
[16:21:22] MOVE_XY 36244 39144 SPEED=1000000
[16:21:22] MOVE_XY 36207 39144 SPEED=1000000
[16:21:22] MOVE_XY 36169 39144 SPEED=1000000
[16:21:22] MOVE_XY 36132 39144 SPEED=1000000
[16:21:22] MOVE_XY 36094 39144 SPEED=1000000
[16:21:22] MOVE_XY 36057 39144 SPEED=1000000
[16:21:22] MOVE_XY 36019 39144 SPEED=1000000
[16:21:22] MOVE_XY 35981 39144 SPEED=1000000
[16:21:22] MOVE_XY 35944 39144 SPEED=1000000
[16:21:22] MOVE_XY 35906 39144 SPEED=1000000
[16:21:22] MOVE_XY 35869 39144 SPEED=1000000
[16:21:22] MOVE_XY 35831 39144 SPEED=1000000
[16:21:22] MOVE_XY 35794 39144 SPEED=1000000
[16:21:22] MOVE_XY 35756 39144 SPEED=1000000
[16:21:22] MOVE_XY 35719 39144 SPEED=1000000
[16:21:22] MOVE_XY 35681 39144 SPEED=1000000
[16:21:22] MOVE_XY 35644 39144 SPEED=1000000
[16:21:22] MOVE_XY 35606 39144 SPEED=1000000
[16:21:22] MOVE_XY 35569 39144 SPEED=1000000
[16:21:22] MOVE_XY 35531 39144 SPEED=1000000
[16:21:22] MOVE_XY 35494 39144 SPEED=1000000
[16:21:22] MOVE_XY 35456 39144 SPEED=1000000
[16:21:22] MOVE_XY 35418 39144 SPEED=1000000
[16:21:22] MOVE_XY 35381 39144 SPEED=1000000
[16:21:22] MOVE_XY 35343 39144 SPEED=1000000
[16:21:22] MOVE_XY 35306 39144 SPEED=1000000
[16:21:22] MOVE_XY 35268 39144 SPEED=1000000
[16:21:22] MOVE_XY 35231 39144 SPEED=1000000
[16:21:22] MOVE_XY 35193 39144 SPEED=1000000
[16:21:22] MOVE_XY 35156 39144 SPEED=1000000
[16:21:22] MOVE_XY 35118 39144 SPEED=1000000
[16:21:22] MOVE_XY 35081 39144 SPEED=1000000
[16:21:22] MOVE_XY 35043 39144 SPEED=1000000
[16:21:22] MOVE_XY 35006 39144 SPEED=1000000
[16:21:22] MOVE_XY 34968 39144 SPEED=1000000
[16:21:22] MOVE_XY 34930 39144 SPEED=1000000
[16:21:22] MOVE_XY 34893 39144 SPEED=1000000
[16:21:22] MOVE_XY 34855 39144 SPEED=1000000
[16:21:22] MOVE_XY 34818 39144 SPEED=1000000
[16:21:22] MOVE_XY 34780 39144 SPEED=1000000
[16:21:22] MOVE_XY 34743 39144 SPEED=1000000
[16:21:22] MOVE_XY 34705 39144 SPEED=1000000
[16:21:22] MOVE_XY 34668 39144 SPEED=1000000
[16:21:22] MOVE_XY 34630 39144 SPEED=1000000
[16:21:22] MOVE_XY 34593 39144 SPEED=1000000
[16:21:22] MOVE_XY 34555 39144 SPEED=1000000
[16:21:22] MOVE_XY 34518 39144 SPEED=1000000
[16:21:22] MOVE_XY 34480 39144 SPEED=1000000
[16:21:22] MOVE_XY 34442 39144 SPEED=1000000
[16:21:22] MOVE_XY 34405 39144 SPEED=1000000
[16:21:22] MOVE_XY 34367 39144 SPEED=1000000
[16:21:22] MOVE_XY 34330 39144 SPEED=1000000
[16:21:22] MOVE_XY 34292 39144 SPEED=1000000
[16:21:22] MOVE_XY 34255 39144 SPEED=1000000
[16:21:22] MOVE_XY 34217 39144 SPEED=1000000
[16:21:22] MOVE_XY 34180 39144 SPEED=1000000
[16:21:22] MOVE_XY 34142 39144 SPEED=1000000
[16:21:22] MOVE_XY 34105 39144 SPEED=1000000
[16:21:22] MOVE_XY 34067 39144 SPEED=1000000
[16:21:22] MOVE_XY 34030 39144 SPEED=1000000
[16:21:22] MOVE_XY 33992 39144 SPEED=1000000
[16:21:22] MOVE_XY 33955 39144 SPEED=1000000
[16:21:22] MOVE_XY 33917 39144 SPEED=1000000
[16:21:22] MOVE_XY 33879 39144 SPEED=1000000
[16:21:22] MOVE_XY 33842 39144 SPEED=1000000
[16:21:22] MOVE_XY 33804 39144 SPEED=1000000
[16:21:22] MOVE_XY 33767 39144 SPEED=1000000
[16:21:22] MOVE_XY 33729 39144 SPEED=1000000
[16:21:22] MOVE_XY 33692 39144 SPEED=1000000
[16:21:22] MOVE_XY 33654 39144 SPEED=1000000
[16:21:22] MOVE_XY 33617 39144 SPEED=1000000
[16:21:22] MOVE_XY 33579 39144 SPEED=1000000
[16:21:22] MOVE_XY 33542 39144 SPEED=1000000
[16:21:22] MOVE_XY 33504 39144 SPEED=1000000
[16:21:22] MOVE_XY 33467 39144 SPEED=1000000
[16:21:22] MOVE_XY 33429 39144 SPEED=1000000
[16:21:22] MOVE_XY 33391 39144 SPEED=1000000
[16:21:22] MOVE_XY 33354 39144 SPEED=1000000
[16:21:22] MOVE_XY 33316 39144 SPEED=1000000
[16:21:22] MOVE_XY 33279 39144 SPEED=1000000
[16:21:22] MOVE_XY 33241 39144 SPEED=1000000
[16:21:22] MOVE_XY 33204 39144 SPEED=1000000
[16:21:22] MOVE_XY 33166 39144 SPEED=1000000
[16:21:22] MOVE_XY 33129 39144 SPEED=1000000
[16:21:22] MOVE_XY 33091 39144 SPEED=1000000
[16:21:22] MOVE_XY 33054 39144 SPEED=1000000
[16:21:22] MOVE_XY 33016 39144 SPEED=1000000
[16:21:22] MOVE_XY 32979 39144 SPEED=1000000
[16:21:22] MOVE_XY 32941 39144 SPEED=1000000
[16:21:22] MOVE_XY 32903 39144 SPEED=1000000
[16:21:22] MOVE_XY 32866 39144 SPEED=1000000
[16:21:22] MOVE_XY 32828 39144 SPEED=1000000
[16:21:22] MOVE_XY 32791 39144 SPEED=1000000
[16:21:22] MOVE_XY 32753 39144 SPEED=1000000
[16:21:22] MOVE_XY 32716 39144 SPEED=1000000
[16:21:22] MOVE_XY 32678 39144 SPEED=1000000
[16:21:22] MOVE_XY 32641 39144 SPEED=1000000
[16:21:22] MOVE_XY 32603 39144 SPEED=1000000
[16:21:22] MOVE_XY 32566 39144 SPEED=1000000
[16:21:22] MOVE_XY 32528 39144 SPEED=1000000
[16:21:22] MOVE_XY 32491 39144 SPEED=1000000
[16:21:22] MOVE_XY 32453 39144 SPEED=1000000
[16:21:22] MOVE_XY 32416 39144 SPEED=1000000
[16:21:22] MOVE_XY 32378 39144 SPEED=1000000
[16:21:22] MOVE_XY 32340 39144 SPEED=1000000
[16:21:22] MOVE_XY 32303 39144 SPEED=1000000
[16:21:22] MOVE_XY 32265 39144 SPEED=1000000
[16:21:22] MOVE_XY 32228 39144 SPEED=1000000
[16:21:22] MOVE_XY 32190 39144 SPEED=1000000
[16:21:22] MOVE_XY 32153 39144 SPEED=1000000
[16:21:22] MOVE_XY 32115 39144 SPEED=1000000
[16:21:22] MOVE_XY 32078 39144 SPEED=1000000
[16:21:22] MOVE_XY 32040 39144 SPEED=1000000
[16:21:22] MOVE_XY 32003 39144 SPEED=1000000
[16:21:22] MOVE_XY 31965 39144 SPEED=1000000
[16:21:22] MOVE_XY 31928 39144 SPEED=1000000
[16:21:22] MOVE_XY 31890 39144 SPEED=1000000
[16:21:22] MOVE_XY 31852 39144 SPEED=1000000
[16:21:22] MOVE_XY 31815 39144 SPEED=1000000
[16:21:22] MOVE_XY 31777 39144 SPEED=1000000
[16:21:22] MOVE_XY 31740 39144 SPEED=1000000
[16:21:22] MOVE_XY 31702 39144 SPEED=1000000
[16:21:22] MOVE_XY 31665 39144 SPEED=1000000
[16:21:22] MOVE_XY 31627 39144 SPEED=1000000
[16:21:22] MOVE_XY 31590 39144 SPEED=1000000
[16:21:22] MOVE_XY 31552 39144 SPEED=1000000
[16:21:22] MOVE_XY 31515 39144 SPEED=1000000
[16:21:22] MOVE_XY 31477 39144 SPEED=1000000
[16:21:22] MOVE_XY 31440 39144 SPEED=1000000
[16:21:22] MOVE_XY 31402 39144 SPEED=1000000
[16:21:22] MOVE_XY 31365 39144 SPEED=1000000
[16:21:22] MOVE_XY 31327 39144 SPEED=1000000
[16:21:22] MOVE_XY 31289 39144 SPEED=1000000
[16:21:22] MOVE_XY 31252 39144 SPEED=1000000
[16:21:22] MOVE_XY 31214 39144 SPEED=1000000
[16:21:22] MOVE_XY 31177 39144 SPEED=1000000
[16:21:22] MOVE_XY 31139 39144 SPEED=1000000
[16:21:22] MOVE_XY 31102 39144 SPEED=1000000
[16:21:22] MOVE_XY 31064 39144 SPEED=1000000
[16:21:22] MOVE_XY 31027 39144 SPEED=1000000
[16:21:22] MOVE_XY 30989 39144 SPEED=1000000
[16:21:22] MOVE_XY 30952 39144 SPEED=1000000
[16:21:22] MOVE_XY 30914 39144 SPEED=1000000
[16:21:22] MOVE_XY 30877 39144 SPEED=1000000
[16:21:22] MOVE_XY 30839 39144 SPEED=1000000
[16:21:22] MOVE_XY 30801 39144 SPEED=1000000
[16:21:22] MOVE_XY 30764 39144 SPEED=1000000
[16:21:22] MOVE_XY 30726 39144 SPEED=1000000
[16:21:22] MOVE_XY 30689 39144 SPEED=1000000
[16:21:22] MOVE_XY 30651 39144 SPEED=1000000
[16:21:22] MOVE_XY 30614 39144 SPEED=1000000
[16:21:22] MOVE_XY 30576 39144 SPEED=1000000
[16:21:22] MOVE_XY 30539 39144 SPEED=1000000
[16:21:22] MOVE_XY 30501 39144 SPEED=1000000
[16:21:22] MOVE_XY 30464 39144 SPEED=1000000
[16:21:22] MOVE_XY 30426 39144 SPEED=1000000
[16:21:22] MOVE_XY 30389 39144 SPEED=1000000
[16:21:22] MOVE_XY 30351 39144 SPEED=1000000
[16:21:22] MOVE_XY 30313 39144 SPEED=1000000
[16:21:22] MOVE_XY 30276 39144 SPEED=1000000
[16:21:22] MOVE_XY 30238 39144 SPEED=1000000
[16:21:22] MOVE_XY 30201 39144 SPEED=1000000
[16:21:22] MOVE_XY 30163 39144 SPEED=1000000
[16:21:22] MOVE_XY 30126 39144 SPEED=1000000
[16:21:22] MOVE_XY 30088 39144 SPEED=1000000
[16:21:22] MOVE_XY 30051 39144 SPEED=1000000
[16:21:22] MOVE_XY 30013 39144 SPEED=1000000
[16:21:22] MOVE_XY 29976 39144 SPEED=1000000
[16:21:22] MOVE_XY 29938 39144 SPEED=1000000
[16:21:22] MOVE_XY 29901 39144 SPEED=1000000
[16:21:22] MOVE_XY 29863 39144 SPEED=1000000
[16:21:22] MOVE_XY 29826 39144 SPEED=1000000
[16:21:22] MOVE_XY 29788 39144 SPEED=1000000
[16:21:22] MOVE_XY 29750 39144 SPEED=1000000
[16:21:22] MOVE_XY 29713 39144 SPEED=1000000
[16:21:22] MOVE_XY 29675 39144 SPEED=1000000
[16:21:22] MOVE_XY 29638 39144 SPEED=1000000
[16:21:22] MOVE_XY 29600 39144 SPEED=1000000
[16:21:22] MOVE_XY 29563 39144 SPEED=1000000
[16:21:22] MOVE_XY 29525 39144 SPEED=1000000
[16:21:22] MOVE_XY 29488 39144 SPEED=1000000
[16:21:22] MOVE_XY 29450 39144 SPEED=1000000
[16:21:22] MOVE_XY 29413 39144 SPEED=1000000
[16:21:22] MOVE_XY 29375 39144 SPEED=1000000
[16:21:22] MOVE_XY 29338 39144 SPEED=1000000
[16:21:22] MOVE_XY 29300 39144 SPEED=1000000
[16:21:22] MOVE_XY 29262 39144 SPEED=1000000
[16:21:22] MOVE_XY 29225 39144 SPEED=1000000
[16:21:22] MOVE_XY 29187 39144 SPEED=1000000
[16:21:22] MOVE_XY 29150 39144 SPEED=1000000
[16:21:22] MOVE_XY 29112 39144 SPEED=1000000
[16:21:22] MOVE_XY 29075 39144 SPEED=1000000
[16:21:22] MOVE_XY 29037 39144 SPEED=1000000
[16:21:22] MOVE_XY 29000 39144 SPEED=1000000
[16:21:22] MOVE_XY 28962 39144 SPEED=1000000
[16:21:22] MOVE_XY 28925 39144 SPEED=1000000
[16:21:22] MOVE_XY 28887 39144 SPEED=1000000
[16:21:22] MOVE_XY 28850 39144 SPEED=1000000
[16:21:22] MOVE_XY 28812 39144 SPEED=1000000
[16:21:22] MOVE_XY 28774 39144 SPEED=1000000
[16:21:22] MOVE_XY 28737 39144 SPEED=1000000
[16:21:22] MOVE_XY 28699 39144 SPEED=1000000
[16:21:22] MOVE_XY 28662 39144 SPEED=1000000
[16:21:22] MOVE_XY 28624 39144 SPEED=1000000
[16:21:22] MOVE_XY 28587 39144 SPEED=1000000
[16:21:22] MOVE_XY 28549 39144 SPEED=1000000
[16:21:22] MOVE_XY 28512 39144 SPEED=1000000
[16:21:22] MOVE_XY 28474 39144 SPEED=1000000
[16:21:22] MOVE_XY 28437 39144 SPEED=1000000
[16:21:22] MOVE_XY 28399 39144 SPEED=1000000
[16:21:22] MOVE_XY 28362 39144 SPEED=1000000
[16:21:22] MOVE_XY 28324 39144 SPEED=1000000
[16:21:22] MOVE_XY 28287 39144 SPEED=1000000
[16:21:22] MOVE_XY 28249 39144 SPEED=1000000
[16:21:22] MOVE_XY 28211 39144 SPEED=1000000
[16:21:22] MOVE_XY 28174 39144 SPEED=1000000
[16:21:22] MOVE_XY 28136 39144 SPEED=1000000
[16:21:22] MOVE_XY 28099 39144 SPEED=1000000
[16:21:22] MOVE_XY 28061 39144 SPEED=1000000
[16:21:22] MOVE_XY 28024 39144 SPEED=1000000
[16:21:22] MOVE_XY 27986 39144 SPEED=1000000
[16:21:22] MOVE_XY 27949 39144 SPEED=1000000
[16:21:22] MOVE_XY 27911 39144 SPEED=1000000
[16:21:22] MOVE_XY 27874 39144 SPEED=1000000
[16:21:22] MOVE_XY 27836 39144 SPEED=1000000
[16:21:22] MOVE_XY 27799 39144 SPEED=1000000
[16:21:22] MOVE_XY 27761 39144 SPEED=1000000
[16:21:22] MOVE_XY 27723 39144 SPEED=1000000
[16:21:22] MOVE_XY 27686 39144 SPEED=1000000
[16:21:22] MOVE_XY 27648 39144 SPEED=1000000
[16:21:22] MOVE_XY 27611 39144 SPEED=1000000
[16:21:22] MOVE_XY 27573 39144 SPEED=1000000
[16:21:22] MOVE_XY 27536 39144 SPEED=1000000
[16:21:22] MOVE_XY 27498 39144 SPEED=1000000
[16:21:22] MOVE_XY 27461 39144 SPEED=1000000
[16:21:22] MOVE_XY 27423 39144 SPEED=1000000
[16:21:22] MOVE_XY 27386 39144 SPEED=1000000
